BILLING_PROVIDER_NPI_NUM,total_paid,total_claims,total_bene,procedure_count,first_month,last_month
1871821710,84957400.14000002,472133.0,23475.0,5,2018-03,2024-11
1447393319,84789139.52999999,474080.0,22650.0,4,2018-02,2024-12
1104963347,83916675.0,492702.0,154067.0,57,2018-01,2024-12
1033571658,83069551.29000002,557609.0,23159.0,2,2018-03,2023-12
1679525919,82840636.45999992,1609384.0,1305112.0,1218,2018-01,2024-12
1730438706,81943111.43999997,471371.0,22472.0,4,2018-01,2024-10
1073055208,78819261.85,894167.0,274303.0,34,2018-01,2024-12
1093834020,78004819.28000002,4321747.0,397402.0,11,2018-01,2024-11
1528338282,77188658.55,505151.0,23508.0,3,2018-09,2024-09
1134250475,76930471.75999996,75238.0,18728.0,10,2018-05,2024-08
1457601965,76771490.10000001,2918218.0,373447.0,16,2019-03,2024-10
1518049485,76594729.2,449700.0,22700.0,7,2018-01,2024-10
1861520272,76283926.26,2114807.0,308732.0,20,2018-02,2024-12
1518911338,76087942.16000004,932170.0,735995.0,945,2018-01,2024-12
1063812105,75850045.22,559325.0,23857.0,2,2018-02,2024-11
1306875695,74518587.61000001,56694.0,19838.0,27,2018-01,2024-11
1184166027,74205146.90000004,639793.0,193905.0,41,2018-01,2024-12
1770022691,73505102.88,563671.0,28766.0,3,2018-02,2024-12
1245414721,73351277.53999999,926131.0,34095.0,2,2018-01,2024-06
1063497451,72336952.22000001,10997648.0,10239135.0,650,2018-01,2024-12
1346218294,71421954.12000002,1414873.0,1223920.0,989,2018-01,2024-12
1326111337,71301252.28000002,1129894.0,186948.0,14,2018-01,2024-12
1770538001,69532027.53000003,284541.0,141853.0,40,2018-01,2024-07
1164535274,69018344.49,67927.0,55216.0,1,2018-03,2024-08
1407897309,68227555.50000006,993022.0,730067.0,615,2018-01,2024-12
1366479099,68103390.71000001,11683862.0,11315717.0,613,2018-01,2024-12
1558781559,67334290.98,471818.0,26207.0,3,2018-03,2024-11
1437175734,66507725.13999999,815559.0,596995.0,919,2018-01,2024-12
1619969458,65334483.48000001,525140.0,400700.0,190,2018-01,2024-12
1730244294,65150874.81,386073.0,17711.0,3,2018-01,2024-12
1932184322,64738775.28000001,5271309.0,4736760.0,503,2018-01,2024-12
1932145778,64698028.19999997,5718947.0,5411428.0,618,2018-01,2024-12
1508199258,63170133.639999986,319956.0,110971.0,49,2018-01,2024-10
1225255375,62554513.38000001,518392.0,93463.0,59,2018-01,2024-08
1457562811,62178913.73999999,381085.0,15650.0,4,2018-03,2024-10
1487721155,62040422.44999999,355994.0,16125.0,3,2018-04,2024-12
1134277494,61126868.54,5868366.0,5691994.0,562,2018-01,2024-12
1700828852,61089039.50999998,1083039.0,876892.0,835,2018-01,2024-12
1801027404,60661746.980000004,325818.0,64037.0,30,2018-02,2024-12
1417349622,60050738.42,92621.0,92543.0,4,2018-07,2024-11
1881708899,59047265.32000004,1168250.0,1140838.0,143,2018-01,2024-12
1932541729,59046064.02,731517.0,29936.0,6,2018-02,2024-03
1194165985,58329925.050000004,355276.0,19142.0,8,2018-01,2024-11
1497933162,57654345.35,3094999.0,1545983.0,64,2018-01,2024-12
1003953803,57206970.81,292048.0,13309.0,4,2019-01,2024-12
1730491945,57032651.23999997,702371.0,665973.0,113,2018-01,2024-12
1932106010,56623927.51,252995.0,11040.0,4,2018-02,2024-11
1558672279,55451360.90999998,646179.0,572049.0,60,2018-01,2024-12
1447488721,55241269.569999985,298425.0,11967.0,4,2018-06,2024-09
1861506560,55156479.18999993,661553.0,563795.0,536,2018-01,2024-12
1750769345,54986891.57999999,385615.0,17608.0,2,2018-05,2024-12
1821275801,53952213.34,299268.0,13844.0,4,2019-01,2024-08
1689712481,53684715.39,461277.0,47402.0,31,2018-01,2024-12
1760480503,53432849.56999999,416530.0,365663.0,574,2018-01,2024-12
1952591851,53376000.05,729742.0,561565.0,153,2018-01,2024-12
1639172810,53230361.57999999,500211.0,191125.0,31,2018-01,2024-10
1114931391,53022829.330000006,355804.0,305540.0,11,2018-03,2024-11
