HCPCS_CODE,first_seen,last_seen,months_active,total_paid,provider_count,first_dt,last_dt,first_quarter,last_quarter
A6540,2020-12,2024-11,5,29626.000000000004,3,2020-12-01,2024-11-01,2020Q4,2024Q4
77290,2018-01,2024-04,19,73325.77,20,2018-01-01,2024-04-01,2018Q1,2024Q2
0071A,2021-11,2023-02,15,245551.03,194,2021-11-01,2023-02-01,2021Q4,2023Q1
87150,2018-01,2024-12,65,499392.61000000004,111,2018-01-01,2024-12-01,2018Q1,2024Q4
T2049,2018-02,2024-10,42,181881.87,38,2018-02-01,2024-10-01,2018Q1,2024Q4
86735,2018-02,2024-11,68,167556.81999999998,106,2018-02-01,2024-11-01,2018Q1,2024Q4
T2007,2018-01,2024-11,51,257771.62,59,2018-01-01,2024-11-01,2018Q1,2024Q4
58558,2018-05,2024-10,23,389756.69000000006,22,2018-05-01,2024-10-01,2018Q2,2024Q4
A4259,2018-01,2024-12,84,182883.15999999997,278,2018-01-01,2024-12-01,2018Q1,2024Q4
V2520,2018-05,2024-08,16,36329.21,16,2018-05-01,2024-08-01,2018Q2,2024Q3
83020,2018-01,2024-12,81,241581.49000000002,216,2018-01-01,2024-12-01,2018Q1,2024Q4
S9999,2018-01,2024-11,79,163586.16999999998,107,2018-01-01,2024-11-01,2018Q1,2024Q4
92134,2018-01,2024-12,84,1605352.5400000003,1216,2018-01-01,2024-12-01,2018Q1,2024Q4
85046,2018-01,2024-11,80,66395.78,176,2018-01-01,2024-11-01,2018Q1,2024Q4
Z6500,2018-01,2024-04,34,86765.44,36,2018-01-01,2024-04-01,2018Q1,2024Q2
92341,2018-01,2024-12,84,475842.24999999994,564,2018-01-01,2024-12-01,2018Q1,2024Q4
95813,2018-03,2024-11,41,253913.95,46,2018-03-01,2024-11-01,2018Q1,2024Q4
59899,2020-05,2023-05,10,141177.06999999998,10,2020-05-01,2023-05-01,2020Q2,2023Q2
86923,2018-01,2024-10,63,133259.61,98,2018-01-01,2024-10-01,2018Q1,2024Q4
J3475,2018-01,2024-11,82,41372.74999999999,341,2018-01-01,2024-11-01,2018Q1,2024Q4
97164,2018-01,2024-11,79,271309.74,224,2018-01-01,2024-11-01,2018Q1,2024Q4
L2114,2018-09,2024-05,5,86131.02,3,2018-09-01,2024-05-01,2018Q3,2024Q2
52224,2020-02,2023-08,3,9688.37,2,2020-02-01,2023-08-01,2020Q1,2023Q3
16020,2018-06,2024-10,21,100616.01999999997,22,2018-06-01,2024-10-01,2018Q2,2024Q4
G0260,2018-10,2024-03,15,102372.58000000002,13,2018-10-01,2024-03-01,2018Q4,2024Q1
G0330,2023-08,2024-12,9,328466.2800000001,12,2023-08-01,2024-12-01,2023Q3,2024Q4
96159,2020-01,2024-12,34,944646.8000000002,50,2020-01-01,2024-12-01,2020Q1,2024Q4
G0648,2018-08,2024-08,17,204640.84,17,2018-08-01,2024-08-01,2018Q3,2024Q3
59841,2018-02,2023-11,7,128269.73999999999,6,2018-02-01,2023-11-01,2018Q1,2023Q4
90681,2018-01,2024-12,84,82658.38,614,2018-01-01,2024-12-01,2018Q1,2024Q4
84145,2018-01,2024-12,83,161926.48,379,2018-01-01,2024-12-01,2018Q1,2024Q4
78315,2024-05,2024-05,1,5874.66,1,2024-05-01,2024-05-01,2024Q2,2024Q2
J7606,2018-01,2024-06,12,76331.95000000001,6,2018-01-01,2024-06-01,2018Q1,2024Q2
99152,2018-01,2024-11,83,390115.57999999996,675,2018-01-01,2024-11-01,2018Q1,2024Q4
Q9966,2018-01,2024-12,79,50897.02000000001,208,2018-01-01,2024-12-01,2018Q1,2024Q4
99072,2020-09,2024-12,47,88003.98999999999,760,2020-09-01,2024-12-01,2020Q3,2024Q4
J7320,2018-01,2022-06,9,14470.65,7,2018-01-01,2022-06-01,2018Q1,2022Q2
58661,2019-10,2024-06,11,296743.89,9,2019-10-01,2024-06-01,2019Q4,2024Q2
81381,2019-04,2024-03,8,11917.97,8,2019-04-01,2024-03-01,2019Q2,2024Q1
86431,2018-01,2024-11,82,113962.69,275,2018-01-01,2024-11-01,2018Q1,2024Q4
81416,2022-07,2024-06,4,3502306.8299999996,3,2022-07-01,2024-06-01,2022Q3,2024Q2
E0185,2018-07,2024-09,23,48704.22000000001,26,2018-07-01,2024-09-01,2018Q3,2024Q3
93298,2018-01,2024-12,78,146871.84000000003,197,2018-01-01,2024-12-01,2018Q1,2024Q4
87563,2020-05,2024-12,46,429226.18999999994,74,2020-05-01,2024-12-01,2020Q2,2024Q4
E2615,2021-11,2023-08,2,14105.550000000001,3,2021-11-01,2023-08-01,2021Q4,2023Q3
88235,2021-06,2021-07,2,7878.18,2,2021-06-01,2021-07-01,2021Q2,2021Q3
G0154,2018-03,2022-03,6,18295.85,5,2018-03-01,2022-03-01,2018Q1,2022Q1
A5512,2018-02,2024-11,58,95805.87999999998,74,2018-02-01,2024-11-01,2018Q1,2024Q4
92620,2018-08,2023-08,2,9637.26,1,2018-08-01,2023-08-01,2018Q3,2023Q3
68810,2022-10,2023-11,4,8982.869999999999,3,2022-10-01,2023-11-01,2022Q4,2023Q4
E2394,2018-02,2023-12,13,15575.139999999998,12,2018-02-01,2023-12-01,2018Q1,2023Q4
D9219,2018-03,2024-12,24,37183.55,23,2018-03-01,2024-12-01,2018Q1,2024Q4
A4408,2024-04,2024-04,1,5106.53,1,2024-04-01,2024-04-01,2024Q2,2024Q2
37766,2021-07,2023-01,2,9385.380000000001,2,2021-07-01,2023-01-01,2021Q3,2023Q1
C1758,2018-03,2024-08,36,9619.200000000003,29,2018-03-01,2024-08-01,2018Q1,2024Q3
Z5942,2019-11,2019-11,1,5054.5,1,2019-11-01,2019-11-01,2019Q4,2019Q4
86331,2019-02,2024-05,8,9139.339999999998,5,2019-02-01,2024-05-01,2019Q1,2024Q2
00918,2018-02,2024-02,8,14555.9,8,2018-02-01,2024-02-01,2018Q1,2024Q1
30903,2021-05,2021-05,1,4869.52,1,2021-05-01,2021-05-01,2021Q2,2021Q2
L2640,2023-10,2023-10,1,4754.21,1,2023-10-01,2023-10-01,2023Q4,2023Q4
92540,2018-06,2024-11,35,77032.25999999998,38,2018-06-01,2024-11-01,2018Q2,2024Q4
M0192,2021-03,2021-03,1,4672.43,1,2021-03-01,2021-03-01,2021Q1,2021Q1
80159,2018-02,2024-11,41,32591.18,30,2018-02-01,2024-11-01,2018Q1,2024Q4
G0101,2018-01,2024-11,73,112538.21,150,2018-01-01,2024-11-01,2018Q1,2024Q4
E0656,2024-01,2024-11,3,6619.620000000001,3,2024-01-01,2024-11-01,2024Q1,2024Q4
90682,2018-09,2023-10,26,127727.73000000001,87,2018-09-01,2023-10-01,2018Q3,2023Q4
G0469,2018-05,2024-10,11,22002.8,10,2018-05-01,2024-10-01,2018Q2,2024Q4
V2107,2018-01,2024-12,63,192995.14,109,2018-01-01,2024-12-01,2018Q1,2024Q4
80344,2018-05,2024-09,24,16919.890000000003,19,2018-05-01,2024-09-01,2018Q2,2024Q3
92081,2018-01,2024-11,81,84501.43,205,2018-01-01,2024-11-01,2018Q1,2024Q4
82172,2018-01,2024-11,56,39202.15,62,2018-01-01,2024-11-01,2018Q1,2024Q4
G0380,2018-05,2024-11,6,14809.23,6,2018-05-01,2024-11-01,2018Q2,2024Q4
88262,2018-04,2024-10,22,46412.159999999996,18,2018-04-01,2024-10-01,2018Q2,2024Q4
D5211,2019-10,2024-01,7,44790.450000000004,7,2019-10-01,2024-01-01,2019Q4,2024Q1
J0295,2018-05,2024-11,32,9357.66,37,2018-05-01,2024-11-01,2018Q2,2024Q4
87662,2019-10,2022-01,4,6070.36,3,2019-10-01,2022-01-01,2019Q4,2022Q1
86039,2018-01,2024-12,75,47900.99,130,2018-01-01,2024-12-01,2018Q1,2024Q4
81413,2020-07,2020-07,1,4027.61,1,2020-07-01,2020-07-01,2020Q3,2020Q3
92133,2018-01,2024-12,83,447981.23,597,2018-01-01,2024-12-01,2018Q1,2024Q4
86694,2018-01,2024-09,43,29989.13,43,2018-01-01,2024-09-01,2018Q1,2024Q3
Z4303,2018-01,2024-11,31,41660.719999999994,13,2018-01-01,2024-11-01,2018Q1,2024Q4
L2112,2018-06,2024-06,6,44768.48,3,2018-06-01,2024-06-01,2018Q2,2024Q2
A4247,2019-05,2023-11,9,5390.009999999999,9,2019-05-01,2023-11-01,2019Q2,2023Q4
D7473,2019-05,2021-11,4,10670.439999999999,3,2019-05-01,2021-11-01,2019Q2,2021Q4
T2046,2018-01,2024-11,76,41342378.89000003,209,2018-01-01,2024-11-01,2018Q1,2024Q4
W1726,2024-03,2024-09,2,239272.13999999998,2,2024-03-01,2024-09-01,2024Q1,2024Q3
S9126,2018-08,2023-06,9,827995.24,8,2018-08-01,2023-06-01,2018Q3,2023Q2
Z5834,2019-03,2019-03,1,130705.5,1,2019-03-01,2019-03-01,2019Q1,2019Q1
5140X,2021-03,2022-12,2,250637.39,1,2021-03-01,2022-12-01,2021Q1,2022Q4
27447,2020-02,2024-02,4,306941.54000000004,4,2020-02-01,2024-02-01,2020Q1,2024Q1
M0152,2021-03,2021-10,2,231862.32,2,2021-03-01,2021-10-01,2021Q1,2021Q4
M0167,2021-03,2022-04,3,477345.72,3,2021-03-01,2022-04-01,2021Q1,2022Q2
E0652,2020-02,2023-07,6,334602.4,4,2020-02-01,2023-07-01,2020Q1,2023Q3
0026U,2022-09,2022-10,2,88719.14,1,2022-09-01,2022-10-01,2022Q3,2022Q4
J9355,2018-03,2022-05,10,462326.73000000004,9,2018-03-01,2022-05-01,2018Q1,2022Q2
S0342,2024-03,2024-03,1,80520.0,1,2024-03-01,2024-03-01,2024Q1,2024Q1
77387,2018-12,2024-05,11,117227.67,8,2018-12-01,2024-05-01,2018Q4,2024Q2
V5060,2019-01,2024-03,4,163553.88999999998,1,2019-01-01,2024-03-01,2019Q1,2024Q1
LF001,2019-01,2019-12,2,119765.66,2,2019-01-01,2019-12-01,2019Q1,2019Q4
82726,2021-09,2024-04,2,78813.24,2,2021-09-01,2024-04-01,2021Q3,2024Q2
E0194,2019-11,2023-03,3,140356.11,2,2019-11-01,2023-03-01,2019Q4,2023Q1
D8090,2018-01,2024-12,23,734631.52,23,2018-01-01,2024-12-01,2018Q1,2024Q4
81412,2018-10,2018-10,1,55248.3,1,2018-10-01,2018-10-01,2018Q4,2018Q4
W0700,2018-05,2020-01,3,120025.51000000001,3,2018-05-01,2020-01-01,2018Q2,2020Q1
99605,2018-01,2024-11,24,120747.72,26,2018-01-01,2024-11-01,2018Q1,2024Q4
G9150,2018-10,2024-09,22,96547.06999999999,20,2018-10-01,2024-09-01,2018Q4,2024Q3
J1568,2022-03,2023-12,2,52352.26,2,2022-03-01,2023-12-01,2022Q1,2023Q4
S9326,2018-03,2018-11,2,54901.2,1,2018-03-01,2018-11-01,2018Q1,2018Q4
W0710,2018-10,2019-05,2,55877.770000000004,2,2018-10-01,2019-05-01,2018Q4,2019Q2
D4210,2019-10,2022-10,2,43788.68,2,2019-10-01,2022-10-01,2019Q4,2022Q4
88325,2020-01,2024-11,7,97172.59000000001,3,2020-01-01,2024-11-01,2020Q1,2024Q4
90661,2018-08,2024-12,8,45715.36000000001,90,2018-08-01,2024-12-01,2018Q3,2024Q4
94070,2018-01,2023-12,14,54933.740000000005,10,2018-01-01,2023-12-01,2018Q1,2023Q4
84163,2018-01,2022-08,22,34551.92,27,2018-01-01,2022-08-01,2018Q1,2022Q3
11403,2020-05,2020-05,1,19172.26,1,2020-05-01,2020-05-01,2020Q2,2020Q2
S2260,2018-01,2018-01,1,19164.6,1,2018-01-01,2018-01-01,2018Q1,2018Q1
80338,2018-02,2024-11,47,90991.35999999999,43,2018-02-01,2024-11-01,2018Q1,2024Q4
J9190,2018-01,2024-09,39,37147.13,43,2018-01-01,2024-09-01,2018Q1,2024Q3
90901,2018-02,2024-06,15,35007.149999999994,15,2018-02-01,2024-06-01,2018Q1,2024Q2
S9443,2018-09,2024-07,11,23356.21,8,2018-09-01,2024-07-01,2018Q3,2024Q3
J7296,2019-04,2024-06,3,43851.38,3,2019-04-01,2024-06-01,2019Q2,2024Q2
0403T,2018-02,2022-03,2,25090.0,1,2018-02-01,2022-03-01,2018Q1,2022Q1
J0878,2018-04,2019-05,2,14313.17,2,2018-04-01,2019-05-01,2018Q2,2019Q2
81121,2018-11,2021-07,2,12622.86,1,2018-11-01,2021-07-01,2018Q4,2021Q3
0699,2021-05,2021-05,1,10200.0,1,2021-05-01,2021-05-01,2021Q2,2021Q2
82166,2024-02,2024-07,4,11442.65,4,2024-02-01,2024-07-01,2024Q1,2024Q3
01844,2018-07,2024-10,12,20667.5,12,2018-07-01,2024-10-01,2018Q3,2024Q4
86037,2022-02,2024-09,11,12623.55,8,2022-02-01,2024-09-01,2022Q1,2024Q3
99328,2018-01,2022-09,4,12812.73,4,2018-01-01,2022-09-01,2018Q1,2022Q3
46607,2018-10,2022-11,3,11646.75,3,2018-10-01,2022-11-01,2018Q4,2022Q4
L5000,2024-07,2024-07,1,8471.15,1,2024-07-01,2024-07-01,2024Q3,2024Q3
M0239,2021-02,2021-02,1,8249.78,1,2021-02-01,2021-02-01,2021Q1,2021Q1
E0149,2018-01,2024-09,45,39553.91,56,2018-01-01,2024-09-01,2018Q1,2024Q3
99397,2018-01,2024-11,56,53735.47999999999,81,2018-01-01,2024-11-01,2018Q1,2024Q4
92201,2020-01,2024-11,58,106253.42,184,2020-01-01,2024-11-01,2020Q1,2024Q4
G0446,2018-03,2024-10,55,18429.02,81,2018-03-01,2024-10-01,2018Q1,2024Q4
11765,2018-02,2024-10,27,30111.410000000003,23,2018-02-01,2024-10-01,2018Q1,2024Q4
81260,2018-11,2024-08,16,14433.130000000001,20,2018-11-01,2024-08-01,2018Q4,2024Q3
L2232,2021-01,2024-11,7,12799.42,4,2021-01-01,2024-11-01,2021Q1,2024Q4
82180,2018-01,2024-11,23,6210.78,20,2018-01-01,2024-11-01,2018Q1,2024Q4
93244,2021-02,2024-10,20,7221.07,20,2021-02-01,2024-10-01,2021Q1,2024Q4
D5740,2020-12,2020-12,1,1176.0,1,2020-12-01,2020-12-01,2020Q4,2020Q4
99155,2019-06,2024-11,10,10370.369999999999,8,2019-06-01,2024-11-01,2019Q2,2024Q4
93750,2018-03,2024-10,13,9457.95,12,2018-03-01,2024-10-01,2018Q1,2024Q4
00940,2018-06,2024-06,14,18393.600000000002,11,2018-06-01,2024-06-01,2018Q2,2024Q2
E0155,2019-05,2024-10,5,1848.09,5,2019-05-01,2024-10-01,2019Q2,2024Q4
36569,2018-01,2023-06,10,10331.86,5,2018-01-01,2023-06-01,2018Q1,2023Q2
B4081,2018-04,2024-11,11,12655.95,8,2018-04-01,2024-11-01,2018Q2,2024Q4
64612,2021-03,2022-01,2,2835.39,2,2021-03-01,2022-01-01,2021Q1,2022Q1
87254,2018-02,2023-06,9,4209.8099999999995,9,2018-02-01,2023-06-01,2018Q1,2023Q2
94016,2018-06,2024-08,15,8924.09,13,2018-06-01,2024-08-01,2018Q2,2024Q3
G0408,2019-03,2021-03,6,3421.93,7,2019-03-01,2021-03-01,2019Q1,2021Q1
A7010,2018-08,2024-12,24,7162.14,25,2018-08-01,2024-12-01,2018Q3,2024Q4
17003,2018-02,2024-09,52,21931.86,64,2018-02-01,2024-09-01,2018Q1,2024Q3
51726,2019-08,2019-08,1,1079.43,1,2019-08-01,2019-08-01,2019Q3,2019Q3
93228,2019-06,2024-11,30,19920.920000000006,42,2019-06-01,2024-11-01,2019Q2,2024Q4
86644,2018-01,2024-10,48,31727.420000000002,57,2018-01-01,2024-10-01,2018Q1,2024Q4
0753T,2023-05,2024-11,8,1062.06,10,2023-05-01,2024-11-01,2023Q2,2024Q4
0083A,2022-10,2022-12,2,4014.3499999999995,7,2022-10-01,2022-12-01,2022Q4,2022Q4
A9537,2018-01,2024-04,9,8694.7,8,2018-01-01,2024-04-01,2018Q1,2024Q2
01810,2018-01,2024-08,27,31919.33,25,2018-01-01,2024-08-01,2018Q1,2024Q3
85306,2018-01,2024-11,33,11556.029999999999,26,2018-01-01,2024-11-01,2018Q1,2024Q4
95861,2018-01,2024-09,11,7610.58,8,2018-01-01,2024-09-01,2018Q1,2024Q3
72275,2018-02,2021-09,14,10141.08,13,2018-02-01,2021-09-01,2018Q1,2021Q3
87265,2023-07,2023-07,1,988.06,1,2023-07-01,2023-07-01,2023Q3,2023Q3
75635,2018-09,2023-10,7,7971.860000000001,5,2018-09-01,2023-10-01,2018Q3,2023Q4
80332,2018-01,2024-05,30,15706.449999999999,28,2018-01-01,2024-05-01,2018Q1,2024Q2
86999,2018-04,2018-04,1,949.1,1,2018-04-01,2018-04-01,2018Q2,2018Q2
82397,2018-01,2024-11,51,23329.970000000005,52,2018-01-01,2024-11-01,2018Q1,2024Q4
J2919,2024-04,2024-12,9,8729.33,74,2024-04-01,2024-12-01,2024Q2,2024Q4
20605,2018-01,2024-10,28,21800.15,29,2018-01-01,2024-10-01,2018Q1,2024Q4
A5071,2018-07,2021-03,3,5378.56,3,2018-07-01,2021-03-01,2018Q3,2021Q1
D8704,2020-07,2024-09,7,10995.42,5,2020-07-01,2024-09-01,2020Q3,2024Q3
D0251,2018-06,2024-11,9,5461.25,6,2018-06-01,2024-11-01,2018Q2,2024Q4
E0165,2018-01,2024-09,34,17556.360000000004,34,2018-01-01,2024-09-01,2018Q1,2024Q3
0053A,2022-01,2022-04,4,5088.110000000001,5,2022-01-01,2022-04-01,2022Q1,2022Q2
84140,2018-04,2024-11,8,2395.78,6,2018-04-01,2024-11-01,2018Q2,2024Q4
E0310,2018-03,2024-09,6,1705.91,5,2018-03-01,2024-09-01,2018Q1,2024Q3
G9744,2018-01,2024-11,78,2711.24,209,2018-01-01,2024-11-01,2018Q1,2024Q4
L8621,2018-08,2021-11,3,3546.45,3,2018-08-01,2021-11-01,2018Q3,2021Q4
A9505,2018-03,2021-10,8,8298.289999999999,9,2018-03-01,2021-10-01,2018Q1,2021Q4
OP252,2018-11,2024-09,2,4011.94,2,2018-11-01,2024-09-01,2018Q4,2024Q3
