CLAIM_FROM_MONTH,total_paid,total_claims,providers,paid_3m_avg,paid_6m_avg,paid_12m_avg,cumulative_paid,paid_std_6m,cv_6m
2024-01-01,159514339.36000022,2544952.0,20172,162886319.0,160665626.62500006,160785285.53916672,9299419019.320002,6754228.253456316,0.042039037193817144
2024-02-01,172091095.81000015,2671438.0,20054,161989059.25000012,162550949.03666666,159264773.08000004,9471510115.130001,6712873.306913345,0.041297041614928504
2024-03-01,154361742.57999998,2345663.0,19660,164531336.18999994,164397848.43666676,158944698.2666667,9625871857.710001,8776215.844525775,0.053384006712878344
2024-04-01,167141170.17999968,2523259.0,20266,165909377.87333345,162363684.3816668,157889668.95083338,9793013027.890001,11734728.860316085,0.07227434450632056
2024-05-01,176225220.8600007,2653485.0,19817,162738309.51333353,158858584.8050001,158657374.89083335,9969238248.750002,15342345.679502888,0.09657863752428433
2024-06-01,144848537.50000015,2089153.0,17901,153185833.42000023,154833093.67833337,154722661.7866667,10114086786.250002,14309905.320883188,0.0924214906576245
2024-07-01,138483741.89999986,2192711.0,18644,143756809.48333332,155113711.2766667,144601985.01250005,10252570528.150002,14315321.202123288,0.09228920566918768
2024-08-01,147938149.04999998,2418139.0,19031,147489113.03999987,154763800.7450001,,10400508677.2,13984368.50580945,0.0903594279701821
2024-09-01,156045448.16999978,2544450.0,18226,156341768.06999993,145047475.13666663,,10556554125.37,16172251.309518153,0.11149626213265922
2024-10-01,165041706.99,2706631.0,18781,146338140.78999996,126840285.64333327,,10721595832.36,47531518.34825647,0.37473518848666143
2024-11-01,117927267.21000005,1921661.0,15194,106191458.24666668,,,10839523099.570002,,
2024-12-01,35605400.54000003,610844.0,6836,,,,10875128500.110003,,
