BILLING_PROVIDER_NPI_NUM,total_paid,total_claims,total_bene,procedure_count,first_month,last_month
1609099910,10317032.700000001,6050.0,3140.0,6,2018-05,2024-09
1063839322,10256471.209999999,24719.0,860.0,2,2019-05,2024-02
1700090834,10237258.88,171616.0,15636.0,16,2018-01,2024-09
1275849283,10224523.49,37410.0,19823.0,22,2019-08,2024-12
1801027404,10212027.929999998,20132.0,8678.0,12,2018-01,2024-06
1720145378,9968339.65,98627.0,7681.0,15,2018-03,2024-06
1528315397,9851256.43,62838.0,2751.0,2,2021-02,2024-08
1770538001,9602852.45,28897.0,14877.0,21,2018-01,2024-06
1194934471,9461168.410000004,50078.0,15067.0,31,2018-01,2024-10
1932341898,9427693.48,3174.0,3170.0,1,2019-12,2019-12
1063497451,9293390.349999998,1166629.0,1087051.0,411,2018-01,2024-12
1205378379,8969858.120000001,60696.0,3093.0,2,2023-12,2024-09
1861506560,8783862.529999997,75353.0,63905.0,213,2018-01,2024-12
1952852113,8776011.02,63473.0,2738.0,1,2019-06,2024-01
1568910677,8767827.06,62870.0,2554.0,1,2022-06,2023-04
1104963347,8423942.379999997,63811.0,16127.0,31,2018-02,2024-09
1134152986,8396029.219999999,114257.0,87002.0,275,2018-01,2024-12
1649472853,8323424.8,55339.0,2307.0,2,2019-01,2024-11
1932541729,8197480.040000001,93642.0,3738.0,4,2018-04,2024-03
1619363678,8186176.940000001,64554.0,4223.0,2,2019-03,2024-06
1730244294,8175927.29,47926.0,2030.0,1,2021-12,2021-12
1346218294,8169285.299999997,162688.0,138497.0,522,2018-01,2024-12
1407897309,8110166.51,112913.0,82005.0,369,2018-01,2024-12
1164887808,8008686.81,154148.0,19064.0,1,2019-05,2024-11
1134260078,7928457.950000001,280623.0,38094.0,10,2018-05,2024-11
1851422661,7892273.08,5981.0,1429.0,6,2018-06,2024-03
1386022101,7803126.919999999,15602.0,713.0,7,2018-11,2024-06
1639172810,7783495.680000001,58075.0,15624.0,16,2018-02,2024-11
1073854451,7737353.93,2546.0,1585.0,2,2018-01,2019-03
1033162987,7678030.24,47459.0,2124.0,1,2019-09,2021-12
1558756296,7656083.15,43451.0,1944.0,2,2023-03,2024-06
1225255375,7492512.399999997,62463.0,11375.0,25,2018-04,2024-07
1174610075,7459952.32,31288.0,17252.0,1,2020-02,2024-11
1124304621,7340288.45,7296.0,5041.0,2,2018-01,2018-04
1184827990,7250323.529999999,57040.0,2500.0,2,2023-01,2023-09
1043386659,7131235.09,33000.0,15213.0,26,2018-01,2024-10
1194194498,7079930.07,47424.0,1981.0,1,2019-05,2024-08
1083715460,6990397.38,41590.0,36071.0,3,2018-02,2021-11
1437781499,6956324.720000001,2152.0,1359.0,1,2019-11,2023-02
1164535274,6911972.34,6177.0,5214.0,1,2021-04,2021-04
1265802847,6896654.02,15234.0,505.0,1,2019-09,2023-03
1275665457,6857923.039999999,192462.0,70511.0,271,2018-01,2024-11
1952476988,6825850.46,141913.0,127780.0,464,2018-01,2024-12
1326170796,6739312.09,33857.0,1470.0,2,2019-05,2022-02
1932472107,6734046.699999999,20303.0,20296.0,2,2019-04,2024-09
1932184322,6729824.930000002,578924.0,522659.0,286,2018-01,2024-12
1033289533,6704391.16,40210.0,2037.0,1,2020-07,2022-09
1477674828,6671189.08,23116.0,1487.0,1,2023-05,2023-07
1215998323,6620354.330000002,48757.0,41307.0,204,2018-01,2024-11
1013377431,6612803.97,48994.0,2418.0,1,2022-01,2022-01
1255523494,6601487.11,42856.0,5987.0,2,2021-05,2022-02
1437175734,6549449.9799999995,91826.0,68485.0,345,2018-01,2024-12
1679525919,6504945.910000003,140996.0,115465.0,489,2018-01,2024-12
1932145778,6473143.05,604910.0,576053.0,374,2018-01,2024-12
1174793996,6417793.04,41835.0,2566.0,1,2019-04,2023-04
1558781559,6370084.92,47994.0,2429.0,1,2020-12,2020-12
1891728697,6347970.110000001,105069.0,92989.0,67,2018-01,2024-12
1518911338,6324178.100000001,76996.0,60443.0,383,2018-01,2024-12
1790835296,5952283.369999999,8051.0,1096.0,2,2018-06,2022-04
1972809051,5923563.069999999,281230.0,51680.0,10,2019-01,2024-05
