CLAIM_FROM_MONTH,total_paid,total_claims,total_bene,active_providers,active_codes,avg_cost_per_claim,avg_cost_per_bene
2020-04-01,4317825157.7999935,63157097.0,30690235.0,121368,4711,56.83254634130588,121.17617573221715
2020-05-01,4486009727.220015,71985185.0,39131922.0,141904,5135,52.93402145062507,103.86644324042334
2020-06-01,5262639121.670019,90753894.0,53322047.0,166226,5537,50.43004138058015,91.76811939749945
2020-07-01,5458835953.40002,97333145.0,57596700.0,171680,5588,49.73110013070514,90.08990239040787
2020-08-01,5467369458.999981,95659016.0,57265117.0,174053,5561,49.528628406335294,88.82875505750796
2020-09-01,5723393123.270015,103255033.0,61707813.0,182251,5617,48.34058046022524,87.56276309656695
2020-10-01,6197537623.439988,109876662.0,66180742.0,190957,5733,48.41633956439073,87.92430616840555
2020-11-01,5869798123.8600235,102595238.0,61181473.0,186941,5595,49.822367353842694,90.04040423066613
2020-12-01,6218356698.850035,108286065.0,62635875.0,187678,5660,50.48483595038302,92.84102151423974
2021-01-01,6242955351.53002,110987250.0,66135361.0,192677,5655,50.21060439115147,90.81426083805447
2021-02-01,5857409908.210069,103341635.0,62291239.0,190031,5699,50.09965155763585,89.98810063404356
2021-03-01,7134552385.499944,130287297.0,78467685.0,210180,6004,49.343886169695374,88.83404594753755
2021-04-01,6827346129.690049,122859084.0,75061140.0,205391,5892,49.8123901357728,88.42344164829645
2021-05-01,6595079516.979952,116575100.0,70928998.0,200171,5741,50.386077869589506,89.77388859903733
2021-06-01,6732874012.329995,119650635.0,73453037.0,201099,5880,49.95579483093642,89.00756073327945
2021-07-01,6812352489.979998,119434552.0,72743593.0,196501,5817,50.40504937439509,90.35478344016649
2021-08-01,7179528551.129957,128325736.0,79942170.0,203616,5895,49.85634234630887,87.07631777346415
2021-09-01,6968620859.980037,127072762.0,78429819.0,203516,5790,49.717286262711426,87.03106919167246
2021-10-01,7098174993.389964,128157719.0,78849601.0,205702,5886,49.4869187436336,87.7863842480978
2021-11-01,6942020853.039974,123813454.0,75630306.0,203186,5827,50.06721799955249,89.09984021757022
2021-12-01,6948963639.399984,121586107.0,74925604.0,199088,5738,50.81410627298248,90.26963765783542
2022-01-01,7152588847.260008,125770491.0,76849301.0,199464,5707,51.78582084965226,91.4975425950993
2022-02-01,6632768903.289952,117380101.0,71413481.0,197378,5704,51.115219988322686,90.18786421558238
2022-03-01,7819481204.779997,140077115.0,84303906.0,212262,5985,50.90072566189427,91.37529078646371
2022-04-01,7362988830.549936,128026499.0,76522055.0,203331,5854,51.78534331874498,93.13984360745415
2022-05-01,7446460271.570052,127909522.0,76705113.0,204021,5766,52.102114040439915,94.09114484528212
2022-06-01,7386628200.679982,125694182.0,75911447.0,200887,5820,52.21090243303231,94.01445328755224
2022-07-01,6980173779.580014,116615191.0,70338700.0,192223,5635,53.323593036252674,96.47495172147859
2022-08-01,7875975942.319948,136129581.0,84061079.0,208217,5935,52.028177526801116,92.93948091233614
2022-09-01,7656196351.799959,132375048.0,80424336.0,205228,5857,52.197485928030005,92.9466069509547
2022-10-01,8005586656.790038,135286058.0,82263071.0,208398,5807,52.25064779140396,93.59744549702403
2022-11-01,7727685434.680013,129919408.0,80460243.0,204793,5840,52.828042201549884,93.79057797099495
2022-12-01,7563560740.71995,125120366.0,75593262.0,198375,5722,53.77681604751221,96.68655719487354
2023-01-01,8346303359.599972,139940267.0,84387358.0,209236,5909,53.74024026285838,97.31562298010316
2023-02-01,7784024664.419964,131197966.0,79744735.0,204420,5868,53.80329358418921,96.31841119662951
2023-03-01,8808987046.159908,149314162.0,90662053.0,216053,6067,53.91394413669042,97.47653651344932
2023-04-01,8056804769.399946,133597660.0,79728943.0,205487,5833,53.95470000181319,97.9971188549386
2023-05-01,8669212191.569914,143809587.0,86827348.0,211714,6010,53.77849485769039,98.10520371632046
2023-06-01,8005916843.899937,129610028.0,79436176.0,203497,5960,54.140578268012376,98.46006769630796
2023-07-01,7906223957.459947,124767523.0,75070163.0,195597,5825,55.171042997776816,101.62426060457048
2023-08-01,8599334780.459923,138134798.0,85780003.0,208508,6007,54.321311951236886,99.72901543077995
2023-09-01,8041752175.749943,128649007.0,79059215.0,201204,5882,54.73629867938793,100.37114441112956
2023-10-01,8715364384.359997,137818069.0,83644857.0,208001,5958,54.70445782460018,101.15186401820417
2023-11-01,8263017850.989965,129159487.0,78623616.0,200846,5841,55.009802159516916,102.41518983605104
2023-12-01,7909766779.510011,119826169.0,72847839.0,192005,5679,56.840404461475295,105.57188200359579
2024-01-01,8804072418.12984,135106708.0,81329525.0,202766,5818,57.50855484017946,106.84329247634507
2024-02-01,8616138658.829868,134319645.0,80661017.0,201637,5876,56.30045743086649,104.56463499851526
2024-03-01,8864816812.199886,131239370.0,78919509.0,200371,5861,57.40556942462766,107.11236110013752
2024-04-01,8950155340.339846,135156346.0,80078062.0,202001,5889,56.742970769173326,105.36165114859593
2024-05-01,8697205280.749886,130727862.0,78290433.0,200300,5907,57.56138556110967,107.75874621904086
2024-06-01,7911404805.4100065,114684933.0,68581035.0,186792,5734,57.892602146395575,109.32819339503997
2024-07-01,8262552707.219911,122845858.0,73433460.0,188994,5765,57.11860506643762,108.59227789342998
2024-08-01,8150696557.419892,122666320.0,75814983.0,191478,5761,56.714670204408584,106.62791630623019
2024-09-01,7861532489.759917,117424287.0,71825109.0,186782,5652,57.38400075469096,106.74671456639824
2024-10-01,8184994174.7700615,121121704.0,74581052.0,188091,5694,56.593020016071335,106.13232916553386
2024-11-01,6462510925.749961,92552503.0,56061033.0,159798,5114,57.807518736929964,110.09469992049878
2024-12-01,2096040350.1399987,31518188.0,20290121.0,88843,3507,56.66190048109874,100.32234512016932
