CLAIM_FROM_MONTH,total_paid,total_claims,providers,paid_3m_avg,paid_6m_avg,paid_12m_avg,cumulative_paid,paid_std_6m,cv_6m
2019-11-01,5376953255.040028,98661425.0,179513,5532538505.02669,5553287063.216678,5327233130.958344,112540594736.59023,373422502.3912925,0.06724350787927606
2019-12-01,5307632811.400052,97250587.0,176593,5606923304.47668,5601121506.318345,5247491704.093345,117848227547.99028,347338357.0474971,0.06201228747772782
2020-01-01,6136183846.989959,114758399.0,192140,5666920417.06334,5579984017.116675,5280004695.761678,123984411394.98024,371200294.09777445,0.06652354074117643
2020-02-01,5556944592.80001,104362135.0,186345,5627429529.20666,5314116635.310013,5299261423.3350115,129541355987.78024,591094109.2807435,0.11123092507100392
2020-03-01,5189160147.830013,88198910.0,168286,5021309966.143346,5165626047.340007,5315714050.402516,134730516135.61026,677713377.8058741,0.1311967555519929
2020-04-01,4317825157.800015,63157097.0,121368,4664331677.616672,5158127099.051667,5349664720.42168,139048341293.41028,676074747.7143048,0.13106981172267015
2020-05-01,4486009727.219987,71985185.0,141904,4688824668.896673,5045235783.453346,5373373734.98835,143534351020.63028,518217992.8477139,0.10271432596813261
2020-06-01,5262639121.670017,90753894.0,166226,5069161600.763345,5030306594.486688,5414444140.723347,148796990142.3003,501550215.0181883,0.09970569499042005
2020-07-01,5458835953.400031,97333145.0,171680,5396281511.356704,5119345423.726686,5490337798.01084,154255826095.70032,577118722.1396435,0.11273291297455046
2020-08-01,5467369459.000064,95659016.0,174053,5549866178.556698,5432630834.666688,5499235423.389178,159723195554.70038,565067657.507476,0.10401363072595839
2020-09-01,5723393123.2699995,103255033.0,182251,5796100068.57003,5663262234.106688,5524274199.6733465,165446588677.97037,338344780.07973045,0.059743795376817885
2020-10-01,6197537623.440029,109876662.0,190957,5930242956.856671,5822548496.970013,5686390219.479175,171644126301.4104,336981974.7061855,0.0578753401335424
2020-11-01,5869798123.859984,102595238.0,186941,6095230815.3833275,5953235063.325011,5895516967.13667,177513924425.2704,319300953.2216698,0.05363486404034805
2020-12-01,6218356698.849969,108286065.0,187678,6110370058.07999,6018241804.860004,6071272782.950001,183732281124.12036,226948148.20047072,0.037710041497036516
2021-01-01,6242955351.530019,110987250.0,192677,6106240652.8633375,6253435015.231663,6193792357.171661,189975236475.6504,465799484.7661126,0.0744869793372046
2021-02-01,5857409908.210026,103341635.0,190031,6411639215.079999,6358403099.606654,6306585401.886654,195832646383.8604,518649295.0939823,0.08156911208194195
2021-03-01,7134552385.499951,130287297.0,210180,6606436141.133319,6479283331.793315,6449265326.230817,202967198769.36035,463593394.5868234,0.0715501037455807
2021-04-01,6827346129.689977,122859084.0,205391,6852326010.723292,6565036217.373311,6553034304.289981,209794544899.05032,453144206.3376233,0.06902386998847777
2021-05-01,6595079516.97995,116575100.0,200171,6718433219.666623,6659935740.448297,6628087418.452476,216389624416.03027,431298526.8607539,0.06476016341138482
2021-06-01,6732874012.329942,119650635.0,201099,6713435339.763275,6880288847.601631,6717439312.550801,223122498428.36023,230081778.01421934,0.03344071493370842
2021-07-01,6812352489.979936,119434552.0,196501,6908251684.47997,6852633593.348297,6778323224.263299,229934850918.34018,201619365.16627407,0.029422172135685414
2021-08-01,7179528551.130032,128325736.0,203616,6986833967.029973,6897771737.298294,6854126015.574134,237114379469.4702,223909916.31944302,0.03246119541890547
2021-09-01,6968620859.979951,127072762.0,203516,7082108134.833313,6955595293.308289,6918739265.164132,244083000329.45016,167900134.22014883,0.024138859025003814
2021-10-01,7098174993.389956,128157719.0,205702,7002938902.136607,6991610231.153289,6975816666.770799,251181175322.84012,129312822.79864505,0.01849542788046903
2021-11-01,6942020853.039914,123813454.0,203186,6996386495.276604,7048316290.699971,7020453558.509135,258123196175.88004,107792712.77592647,0.015293398923960822
2021-12-01,6948963639.39994,121586107.0,199088,7014524446.566628,6957189682.726632,7091401954.724979,265072159815.27997,180961303.29421,0.026010689882942563
2022-01-01,7152588847.260034,125770491.0,199464,6911440463.316658,7098999740.193301,7145881470.420814,272224748662.54,396608222.11576664,0.05586818377668616
2022-02-01,6632768903.29,117380101.0,197378,7201612985.109998,7143135379.719975,7159866577.887482,278857517565.83,410972563.7583717,0.05753391779822079
2022-03-01,7819481204.779963,140077115.0,212262,7271746312.8733225,7227208616.141667,7217903860.486642,286676998770.61,413192769.4164705,0.057171833741400765
2022-04-01,7362988830.550004,128026499.0,203331,7542976768.966679,7300152709.688336,7275201818.138314,294039987601.16,392354588.51466095,0.05374607958460251
2022-05-01,7446460271.57007,127909522.0,204021,7398692434.266674,7271416865.074994,7350819456.754982,301486447872.73004,411185492.2701485,0.056548194100257757
2022-06-01,7386628200.679949,125694182.0,200887,7271087417.276666,7478618038.246652,7416291505.22499,308873076073.41,330270812.2350786,0.044162011022093856
2022-07-01,6980173779.579979,116615191.0,192223,7414259307.526624,7451403896.083328,7467507930.3349905,315853249852.9899,302091624.8476022,0.04054157163677441
2022-08-01,7875975942.319947,136129581.0,208217,7504115357.899982,7558503533.78999,7566984139.696658,323729225795.3099,370614641.6657366,0.04903280656136741
2022-09-01,7656196351.800019,132375048.0,205228,7845919650.303315,7605374394.308309,7662922119.790818,331385422147.1099,371392951.10990256,0.04883296098977648
2022-10-01,8005586656.789979,135286058.0,208398,7796489481.089993,7634863150.981644,7745380939.905818,339391008803.8999,357307874.09439707,0.04679951258176208
2022-11-01,7727685434.679979,129919408.0,204793,7765610944.063305,7862551414.318321,7803198934.8099785,347118694238.5799,284542408.19053304,0.036189576792128704
2022-12-01,7563560740.719955,125120366.0,198375,7879183178.333328,7847226201.334984,7905094928.143306,354682254979.29987,286146455.46432024,0.03646466256008276
2023-01-01,8346303359.600049,139940267.0,209236,7897962921.579976,8039357983.728305,7956702315.078304,363028558338.8999,463983352.77577114,0.057713980857038015
2023-02-01,7784024664.419925,131197966.0,204420,8313105023.393306,8047894335.8299675,8033873163.234965,370812583003.3198,463708837.57571495,0.057618653802553106
2023-03-01,8808987046.159945,149314162.0,216053,8216605493.326607,8204815461.978303,8094153066.4133,379621570049.4798,492115053.36147374,0.059978808254977804
2023-04-01,8056804769.39995,133597660.0,205487,8511668002.37663,8278541479.174966,8126282718.409133,387678374818.87976,401653088.57074624,0.0485173734505193
2023-05-01,8669212191.569994,143809587.0,211714,8243977934.956624,8205194912.151608,8185430862.373295,396347587010.44977,426233825.25668436,0.05194682512970495
2023-06-01,8005916843.899931,129610028.0,203497,8193784330.976611,8341079931.491615,8230041897.065791,404353503854.3497,393840017.3406144,0.04721690962985232
2023-07-01,7906223957.4599085,124767523.0,195597,8170491860.606598,8213207453.089958,8258892400.298287,412259727811.8096,331089597.9335061,0.04031185134730088
2023-08-01,8599334780.459957,138134798.0,208508,8182436971.22329,8322967388.916621,8297039821.842446,420859062592.26953,375104767.3330335,0.04506863355400698
2023-09-01,8041752175.750007,128649007.0,201204,8452150446.856629,8255268332.153279,8366382654.7099495,428900814768.01953,334582558.53918,0.04052958003024821
2023-10-01,8715364384.359924,137818069.0,208001,8340044803.699959,8239243321.421611,8371035135.213286,437616179152.37946,350822403.72137874,0.04257944449938242
2023-11-01,8263017850.989946,129159487.0,200846,8296049671.61993,8388884731.533282,8445481016.124954,445879197003.3694,371256379.5432637,0.0442557492949849
2023-12-01,7909766779.509921,119826169.0,192005,8325619016.209935,8391685377.928287,8447813773.5566225,453788963782.87933,373219656.3459681,0.044474934359146276
2024-01-01,8804072418.12994,135106708.0,202766,8443325952.156613,8528862817.3366165,8439937770.34913,462593036201.0093,370123970.64456683,0.043396637813451044
2024-02-01,8616138658.829979,134319645.0,201637,8761675963.053299,8567994643.33329,8469631832.829131,471209174859.83923,404592517.18979555,0.047221378400908176
2024-03-01,8864816812.199982,131239370.0,200371,8810370270.456642,8640359214.959967,8432245314.242465,480073991672.0392,377025273.0051923,0.04363537019993435
2024-04-01,8950155340.339966,135156346.0,202001,8837392477.763319,8640632219.27665,8417227007.076626,489024147012.37915,376390504.58281666,0.04356052833068345
2024-05-01,8697205280.750008,130727862.0,200300,8519588475.499997,8550378934.124977,8373029489.610798,497721352293.12915,393879815.5916055,0.04606577306411673
2024-06-01,7911404805.410023,114684933.0,186792,8290387597.793313,8472805250.556642,8222987245.840802,505632757098.5392,423089150.9394968,0.049934955239494136
2024-07-01,8262552707.219912,122845858.0,188994,8108218023.349964,8305591196.816636,7738510043.39331,513895309805.7591,435256299.95084363,0.05240521591258531
2024-08-01,8150696557.419961,122666320.0,191478,8091593918.133275,8178064335.888309,,522046006363.1791,299580486.11204946,0.03663219972449737
2024-09-01,7861532489.759955,117424287.0,186782,8065741073.983299,7805615276.721639,,529907538852.939,676764170.2478266,0.08670221965283277
2024-10-01,8184994174.769984,121121704.0,188091,7503012530.093312,6836387867.509968,,538092533027.709,2418333827.407741,0.3537443858182634
2024-11-01,6462510925.75,92552503.0,159798,5581181816.88666,,,544555043953.459,,
2024-12-01,2096040350.1399963,31518188.0,88843,,,,546651084303.599,,
