BILLING_PROVIDER_NPI_NUM,total_paid,total_claims,total_bene,procedure_count,first_month,last_month
1457601965,369014703.23999983,12454236.0,1561960.0,18,2018-02,2024-12
1770538001,363574209.7600001,1523971.0,749452.0,46,2018-01,2024-07
1184166027,361501949.4899996,3318816.0,970940.0,43,2018-01,2024-12
1063812105,361188168.77000004,2692868.0,124856.0,3,2018-01,2024-12
1245414721,359458245.13,4493194.0,160705.0,2,2018-01,2024-12
1932106010,356880272.16000015,1663851.0,74235.0,8,2018-01,2024-12
1063497451,355675289.1199997,54605671.0,50776638.0,699,2018-01,2024-12
1407897309,348154388.9799999,5022149.0,3678262.0,758,2018-01,2024-12
1518911338,347814990.07000005,4394716.0,3425037.0,1142,2018-01,2024-12
1649363342,344742515.18,1898634.0,93110.0,10,2018-01,2024-12
1730244294,343693122.3600001,1881346.0,82934.0,6,2018-01,2024-12
1801027404,342762280.7600003,1807461.0,312655.0,34,2018-01,2024-12
1801060363,341547606.90000004,2214335.0,102938.0,5,2018-01,2024-12
1366479099,341474875.34000003,56677229.0,54896264.0,688,2018-01,2024-12
1821275801,337245582.81000006,1867705.0,85531.0,4,2018-01,2024-11
1437175734,335707643.55000013,4247496.0,3147374.0,1148,2018-01,2024-12
1003953803,331394219.51000005,1703309.0,73998.0,5,2018-01,2024-11
1730491945,330212724.7900002,3935807.0,3665873.0,150,2018-01,2024-12
1447488721,325864927.87000006,1798489.0,72703.0,6,2018-01,2024-11
1992920417,320794314.24,4029278.0,253979.0,4,2018-01,2021-12
1134277494,316587268.64000005,30519160.0,29596625.0,602,2018-01,2024-12
1326111337,313723552.3799999,5464859.0,927433.0,15,2018-01,2024-12
1194165985,311560215.78,1868680.0,103271.0,11,2018-01,2024-12
1225255375,311431542.59000015,2698658.0,516494.0,68,2018-01,2024-08
1508025370,311414283.98,2118604.0,106507.0,3,2018-01,2024-10
1104253558,310937338.18999994,3880751.0,185248.0,14,2018-01,2024-11
1053641498,310274572.46999985,1459434.0,181171.0,34,2018-01,2024-12
1932145778,308961785.4700001,26898689.0,25607951.0,669,2018-01,2024-12
1508199258,308406307.2200001,1624915.0,557265.0,54,2018-01,2024-10
1932184322,306348154.60999995,26686563.0,23959966.0,556,2018-01,2024-12
1861520272,305693968.34000003,8849160.0,1189998.0,19,2018-01,2024-12
1558781559,301941671.64,2116480.0,123669.0,4,2018-02,2024-12
1558672279,300110964.08999985,3524530.0,3128925.0,61,2018-01,2024-12
1528338282,298745478.9199999,1884307.0,89200.0,4,2018-02,2024-12
1487721155,296521133.54999995,1793409.0,78751.0,4,2018-01,2024-11
1184841926,292376251.3499999,1387019.0,59342.0,5,2018-02,2024-12
1497933162,289579581.98999995,15408590.0,7637456.0,72,2018-01,2024-12
1760480503,289207104.22000027,2123304.0,1842921.0,712,2018-01,2024-12
1306875695,286410005.19000006,354356.0,98114.0,29,2018-01,2024-11
1700828852,283439679.38000023,5426785.0,4380942.0,1058,2018-01,2024-12
1639172810,283135711.6500001,2580492.0,890914.0,37,2018-01,2024-12
